-1.300007140573709863e-02,-5.600000000000000117e-02
-1.299007140573709557e-02,-4.800000000000000100e-02
-1.298007140573709597e-02,-4.800000000000000100e-02
-1.297007140573709638e-02,-3.200000000000000067e-02
-1.296007140573709679e-02,-4.000000000000000083e-02
-1.295007140573709720e-02,-4.000000000000000083e-02
-1.294007140573709760e-02,-4.000000000000000083e-02
-1.293007140573709801e-02,-3.200000000000000067e-02
-1.292007140573709842e-02,-1.600000000000000033e-02
-1.291007140573709536e-02,-2.400000000000000050e-02
-1.290007140573709576e-02,-2.400000000000000050e-02
-1.289007140573709617e-02,-1.600000000000000033e-02
-1.288007140573709658e-02,-1.600000000000000033e-02
-1.287007140573709699e-02,-1.600000000000000033e-02
-1.286007140573709739e-02,-8.000000000000000167e-03
-1.285007140573709780e-02,-1.600000000000000033e-02
-1.284007140573709821e-02,-1.600000000000000033e-02
-1.283007140573709862e-02,-8.000000000000000167e-03
-1.282007140573709555e-02,-1.600000000000000033e-02
-1.281007140573709596e-02,-1.600000000000000033e-02
-1.280007140573709637e-02,-8.000000000000000167e-03
-1.279007140573709678e-02,-8.000000000000000167e-03
-1.278007140573709718e-02,-1.600000000000000033e-02
-1.277007140573709759e-02,-1.600000000000000033e-02
-1.276007140573709800e-02,8.000000000000000167e-03
-1.275007140573709841e-02,0.000000000000000000e+00
-1.274007140573709534e-02,0.000000000000000000e+00
-1.273007140573709575e-02,8.000000000000000167e-03
-1.272007140573709616e-02,0.000000000000000000e+00
-1.271007140573709657e-02,-8.000000000000000167e-03
-1.270007140573709697e-02,8.000000000000000167e-03
-1.269007140573709738e-02,8.000000000000000167e-03
-1.268007140573709779e-02,0.000000000000000000e+00
-1.267007140573709820e-02,8.000000000000000167e-03
-1.266007140573709860e-02,8.000000000000000167e-03
-1.265007140573709554e-02,8.000000000000000167e-03
-1.264007140573709595e-02,8.000000000000000167e-03
-1.263007140573709636e-02,1.600000000000000033e-02
-1.262007140573709676e-02,0.000000000000000000e+00
-1.261007140573709717e-02,0.000000000000000000e+00
-1.260007140573709758e-02,0.000000000000000000e+00
-1.259007140573709799e-02,-1.600000000000000033e-02
-1.258007140573709839e-02,-1.600000000000000033e-02
-1.257007140573709880e-02,-8.000000000000000167e-03
-1.256007140573709574e-02,-8.000000000000000167e-03
-1.255007140573709615e-02,-1.600000000000000033e-02
-1.254007140573709655e-02,0.000000000000000000e+00
-1.253007140573709696e-02,0.000000000000000000e+00
-1.252007140573709737e-02,0.000000000000000000e+00
-1.251007140573709778e-02,8.000000000000000167e-03
-1.250007140573709818e-02,8.000000000000000167e-03
-1.249007140573709859e-02,8.000000000000000167e-03
-1.248007140573709553e-02,-1.600000000000000033e-02
-1.247007140573709594e-02,1.600000000000000033e-02
-1.246007140573709635e-02,8.000000000000000167e-03
-1.245007140573709675e-02,1.600000000000000033e-02
-1.244007140573709716e-02,2.400000000000000050e-02
-1.243007140573709757e-02,1.600000000000000033e-02
-1.242007140573709797e-02,1.600000000000000033e-02
